cust_id,age,income_mo,city_tier,cibil,tenure_mo,credit_limit,monthly_spend,food_spend,travel_spend,shopping_spend,entertainment_spend,utilities_spend,txn_count,avg_txn_value,util_rate,payment_behavior,emi_conversion,reward_pts_mo,intl_txn_pct,missed_payments,autopay_enabled,cluster,persona
CC0001033,64,34594,Tier2,797,35,118000,54985,11327,3906,15368,2077,16496,19,2894,0.466,,1,717,0.078,0,0,0,Everyday User
CC0001034,33,66584,Tier3,773,17,185000,31723,4706,5663,7915,3483,9517,13,2440,0.171,Partial,0,692,0.017,0,0,1,Everyday User
CC0001035,47,44557,Tier2,650,72,98000,46213,15598,4007,13023,5049,8537,14,3301,0.472,Minimum,0,669,0.072,0,1,0,Everyday User
CC0001036,34,14138,Tier2,661,80,36000,14961,3602,2224,4704,819,3611,19,787,0.416,Partial,0,703,0.005,0,0,1,Everyday User
CC0001037,61,38535,Tier1,777,31,134000,37760,7443,5226,10810,2156,11328,15,2517,0.282,Partial,1,741,0.137,0,1,4,Everyday User
CC0001038,39,89980,Tier3,758,44,160000,108342,15157,14501,18015,5715,32503,17,6373,0.677,Partial,0,710,0.016,0,1,3,Premium Shopper
CC0001039,46,35519,Tier2,632,12,101000,32058,11182,2669,6861,3445,7900,24,1336,0.317,Partial,0,732,0.009,0,1,1,Everyday User
CC0001040,54,7010,Tier1,678,24,21000,8444,1447,1212,1120,671,2533,16,528,0.402,Full,0,690,0.075,0,1,1,Everyday User
CC0001041,61,45841,Tier2,699,12,142000,83136,23232,20268,28811,8112,4157,24,3464,0.585,Minimum,0,664,0.148,1,0,3,Premium Shopper
CC0001042,64,32239,Tier1,707,22,104000,58708,19947,12342,12097,7657,6665,20,2935,0.564,Partial,0,690,0.054,0,0,0,Everyday User
CC0001043,33,12119,Tier3,704,81,34000,15975,2522,926,5203,1660,4792,11,1452,0.47,Partial,0,728,0.074,0,1,1,Everyday User
CC0001044,57,13260,Tier2,772,68,33000,24070,3749,1863,6162,3332,7221,13,1852,0.729,Minimum,1,647,0.154,0,0,4,Everyday User
CC0001045,25,65190,Tier2,720,56,156000,62671,19662,5303,21095,6022,10588,10,6267,0.402,Full,0,687,0.031,0,1,0,Everyday User
CC0001046,26,23402,Tier2,715,15,49000,39855,11512,2654,13484,5976,6229,15,2657,0.813,Full,1,718,0.041,0,0,0,Everyday User
CC0001047,58,21068,Tier2,657,83,70000,34674,7868,6329,10663,3322,6492,19,1825,0.495,,0,679,0.054,0,0,1,Everyday User
CC0001048,29,35547,Tier1,721,80,69000,16967,5348,1011,4666,1488,4453,12,1414,0.246,Minimum,0,704,0.037,0,1,1,Everyday User
CC0001049,63,24673,Tier2,707,30,79000,27069,6873,6753,6555,3966,2922,16,1692,0.343,Partial,0,675,0.025,0,1,1,Everyday User
CC0001050,49,38562,Tier1,676,73,97000,30885,5430,4583,8783,2956,9134,12,2574,0.318,Partial,0,711,0.029,0,0,1,Everyday User
CC0001051,52,32156,Tier1,629,33,56000,47050,10537,6916,9367,1466,14115,14,3361,0.84,,0,717,0.015,0,1,0,Everyday User
CC0001052,30,17677,Tier3,799,48,51000,27158,5792,2255,8798,2100,8147,16,1697,0.533,Minimum,0,762,0.011,0,0,1,Everyday User
CC0001053,50,26723,Tier1,834,72,72000,48708,8805,4424,12264,2939,14612,18,2706,0.676,Partial,0,663,0.007,0,1,0,Everyday User
CC0001054,35,47366,Tier2,727,39,80000,65235,19131,6947,20231,5880,13047,17,3837,0.815,Full,0,722,0.013,0,1,0,Everyday User
CC0001055,61,37240,Tier3,810,41,57000,33088,7771,7775,12102,2846,2594,21,1576,0.58,Minimum,1,661,0.025,1,1,0,Everyday User
CC0001056,62,34573,Tier2,726,46,60000,11023,2119,1513,1583,702,3307,12,919,0.184,Full,0,689,0.024,0,0,1,Everyday User
CC0001057,43,116126,Tier2,612,16,328000,64685,20091,11902,18232,2827,11632,15,4312,0.197,Partial,0,660,0.068,1,1,1,Everyday User
CC0001058,32,56310,Tier1,731,57,138000,37549,8893,3746,10491,3011,11265,23,1633,0.272,Full,0,747,0.061,1,0,1,Everyday User
CC0001059,44,60565,Tier1,686,51,101000,41725,5553,5300,6139,3695,12518,22,1897,0.413,Full,1,709,0.016,0,1,1,Everyday User
CC0001060,22,32873,Tier2,743,7,91000,28230,8420,1804,5144,3300,8469,17,1661,0.31,Partial,0,710,0.222,0,0,4,Everyday User
CC0001061,58,41444,Tier2,819,79,97000,20057,5462,4699,2363,2186,5346,7,2865,0.207,Partial,0,739,0.027,1,1,1,Everyday User
CC0001062,42,28039,Tier1,674,47,78000,34862,12058,6332,6867,2076,7529,13,2682,0.447,Partial,1,692,0.046,0,1,1,Everyday User
CC0001063,47,57903,Tier2,737,37,177000,144633,40272,7250,26621,14898,43390,19,7612,0.817,Partial,0,713,0.022,0,1,3,Premium Shopper
CC0001064,57,33988,Tier3,770,47,53000,37196,8522,6316,12443,1733,8182,18,2066,0.702,Full,0,696,0.269,0,1,4,Everyday User
CC0001065,44,41499,Tier1,804,73,67000,38241,12413,2891,11476,3408,8053,11,3476,0.571,Full,1,718,0.017,0,0,0,Everyday User
CC0001066,22,39989,Tier1,779,28,120000,88599,16434,19092,13439,9609,26580,16,5537,0.738,,0,739,0.048,0,0,3,Premium Shopper
CC0001067,61,35922,Tier1,631,76,58000,22942,6777,3381,4151,2285,6347,19,1207,0.396,Full,1,680,0.134,0,1,4,Everyday User
CC0001068,36,211697,Tier2,631,44,500000,421742,48059,36372,135663,39568,126523,18,23430,0.843,Partial,0,676,0.042,1,0,2,Premium Shopper
CC0001069,42,24344,Tier3,763,42,75000,40108,5721,2030,13398,1915,12032,18,2228,0.535,Partial,0,756,0.012,1,1,0,Everyday User
CC0001070,30,24211,Tier1,683,47,39000,21011,5108,4358,6321,1470,3753,17,1236,0.539,Minimum,1,663,0.005,0,1,1,Everyday User
CC0001071,30,55075,Tier3,641,80,158000,65379,17410,13484,18578,7142,8765,16,4086,0.414,Full,1,693,0.008,0,0,0,Everyday User
CC0001072,31,25410,Tier2,793,44,44000,25229,5620,1593,3374,1739,7569,15,1682,0.573,Full,0,718,0.073,1,1,1,Everyday User
CC0001073,47,30490,Tier2,684,4,89000,75600,20680,11467,17058,7539,18856,13,5815,0.849,Minimum,0,655,0.02,0,1,0,Everyday User
CC0001074,62,18923,Tier1,824,82,58000,13451,4653,2893,2460,1373,2072,11,1223,0.232,Partial,0,744,0.025,0,0,1,Everyday User
CC0001075,56,48773,Tier2,679,17,84000,39642,10297,3923,9216,5869,10337,24,1652,0.472,Partial,0,699,0.039,1,1,1,Everyday User
CC0001076,46,49146,Tier3,657,10,160000,97307,28671,8646,37785,9440,12766,7,13901,0.608,Partial,0,691,0.038,0,1,3,Premium Shopper
CC0001077,47,30058,Tier3,705,30,90000,35258,5361,4447,11615,1282,10577,18,1959,0.392,Full,1,736,0.018,0,1,1,Everyday User
CC0001078,32,55764,Tier2,763,77,122000,86703,19617,8148,23543,12452,22944,11,7882,0.711,Full,0,678,0.04,0,1,3,Premium Shopper
CC0001079,59,11910,Tier2,730,51,19000,4714,1530,811,881,645,847,20,236,0.248,Full,1,732,0.099,0,1,1,Everyday User
CC0001080,23,23763,Tier1,842,73,42000,27953,8715,6207,7635,1483,3913,17,1644,0.666,Full,0,686,0.019,1,1,0,Everyday User
CC0001081,28,32794,Tier3,722,70,75000,35419,4896,5516,5673,3071,10626,17,2083,0.472,Partial,0,721,0.012,0,0,1,Everyday User
CC0001082,39,17973,Tier3,697,20,46000,7246,2346,797,1688,972,1443,18,403,0.158,Partial,0,733,0.058,0,1,1,Everyday User
CC0001083,48,12718,Tier2,815,23,38000,33896,8249,1792,12371,1553,9930,17,1994,0.892,Partial,1,684,0.009,0,1,0,Everyday User
CC0001084,55,30190,Tier3,751,59,86000,34848,8201,4230,12960,2206,7251,19,1834,0.405,Partial,0,666,0.101,0,1,1,Everyday User
CC0001085,48,55073,Tier1,681,68,187000,95628,24334,17275,22761,3336,27922,15,6375,0.511,Full,0,679,0.106,0,1,3,Premium Shopper
CC0001086,38,78375,Tier1,726,11,213000,43889,12144,10318,11359,5981,4088,16,2743,0.206,Full,0,731,0.022,1,0,1,Everyday User
CC0001087,64,26151,Tier3,725,66,64000,38669,5473,8341,12880,1613,10361,21,1841,0.604,Minimum,0,685,0.057,0,1,0,Everyday User
CC0001088,45,56383,Tier2,695,75,144000,24646,4173,2061,8719,3295,6399,10,2465,0.171,Full,0,694,0.105,0,1,1,Everyday User
CC0001089,46,53206,Tier2,722,20,100000,52217,8061,7052,10277,2656,15665,26,2008,0.522,Full,0,690,0.108,0,0,0,Everyday User
CC0001090,28,75445,Tier2,619,33,219000,86843,15181,17283,15455,8265,26053,18,4825,0.397,Partial,1,677,0.04,0,1,0,Everyday User
CC0001091,27,29433,Tier1,685,2,68000,19796,5803,1737,4200,2594,5462,23,861,0.291,,1,711,0.059,0,0,1,Everyday User
CC0001092,45,12344,Tier1,740,39,39000,14115,3803,2414,5525,462,1911,13,1086,0.362,Minimum,1,719,0.188,0,1,4,Everyday User
CC0001093,54,37877,Tier2,673,83,76000,57637,19351,7630,18313,7547,4795,16,3602,0.758,Full,1,679,0.088,0,1,0,Everyday User
CC0001094,50,19766,Tier1,647,13,52000,46751,15600,4120,8825,5656,12550,18,2597,0.899,Full,0,685,0.007,0,1,0,Everyday User
CC0001095,64,23527,Tier2,707,13,47000,13992,4702,1409,2595,1121,4165,11,1272,0.298,Partial,1,718,0.003,0,1,1,Everyday User
CC0001096,43,30311,Tier2,676,5,86000,67173,21311,3888,18399,4509,19066,14,4798,0.781,,0,734,0.021,0,1,0,Everyday User
CC0001097,47,29633,Tier3,617,34,93000,61568,10016,7682,13530,3894,18470,22,2799,0.662,Partial,0,691,0.022,1,1,0,Everyday User
CC0001098,49,39535,Tier1,619,38,92000,38877,5457,9120,10373,5457,8471,9,4320,0.423,Partial,0,703,0.069,0,1,1,Everyday User
CC0001099,42,55376,Tier2,738,52,120000,58247,9091,9324,16423,4244,17474,21,2774,0.485,Partial,0,699,0.052,2,1,0,Everyday User
CC0001100,28,29125,Tier3,716,60,96000,83978,19192,17929,12656,6623,25193,18,4665,0.875,Partial,0,707,0.104,0,1,3,Premium Shopper
CC0001101,38,46047,Tier1,731,73,112000,49892,16946,6206,12298,1841,12601,22,2268,0.445,Full,0,721,0.151,0,0,4,Everyday User
CC0001102,41,36640,Tier3,689,3,70000,49406,14112,4024,19189,6289,5792,14,3529,0.706,Full,0,714,0.059,0,1,0,Everyday User
CC0001103,62,63659,Tier1,604,23,119000,93619,32044,17761,11304,10881,21628,11,8511,0.787,Full,0,723,0.019,0,0,3,Premium Shopper
CC0001104,41,32430,Tier3,648,41,61000,36451,8413,8191,9708,3855,6284,15,2430,0.598,Full,0,702,0.049,2,1,0,Everyday User
CC0001105,43,34636,Tier2,687,49,73000,43846,12579,8907,17388,2462,2509,7,6264,0.601,Partial,0,727,0.065,0,1,0,Everyday User
CC0001106,49,29009,Tier3,740,75,51000,27013,8383,4898,4830,2064,6838,16,1688,0.53,Full,1,679,0.079,0,0,1,Everyday User
CC0001107,61,32947,Tier1,587,55,95000,81479,13778,11417,13187,8187,24444,12,6790,0.858,Full,0,656,0.181,0,1,4,Everyday User
CC0001108,28,22695,Tier2,548,79,56000,46373,7147,9347,6028,5648,13912,15,3092,0.828,Partial,0,695,0.091,0,0,0,Everyday User
CC0001109,22,21385,Tier2,811,58,62000,49053,6437,5250,12318,1676,14716,23,2133,0.791,Partial,1,730,0.195,2,1,4,Everyday User
CC0001110,53,57841,Tier2,751,40,123000,93851,10337,4790,33381,7341,28155,24,3910,0.763,Full,0,695,0.039,0,1,0,Everyday User
CC0001111,34,18960,Tier1,648,73,44000,27005,5979,3294,4214,1128,8102,11,2455,0.614,Full,0,737,0.231,1,1,4,Everyday User
CC0001112,51,29987,Tier1,693,18,78000,57835,11604,10321,21765,2048,12098,16,3615,0.741,Partial,0,696,0.055,0,1,0,Everyday User
CC0001113,44,66783,Tier1,680,79,160000,109982,35055,27442,40820,9880,5499,13,8460,0.687,Full,0,723,0.051,1,0,3,Premium Shopper
CC0001114,40,29389,Tier1,730,56,49000,41982,4347,2793,14414,5621,12595,18,2332,0.857,Partial,0,699,0.033,0,1,0,Everyday User
CC0001115,53,59709,Tier2,674,35,116000,43027,5546,5777,5914,1495,12908,22,1956,0.371,Minimum,0,713,0.157,0,1,4,Everyday User
CC0001116,51,25473,Tier1,629,10,65000,32666,5285,6998,9876,2635,7871,16,2042,0.503,Partial,1,685,0.035,0,1,1,Everyday User
CC0001117,50,19328,Tier2,744,7,65000,32664,8227,7237,9931,1688,5581,24,1361,0.503,Partial,0,701,0.001,0,1,0,Everyday User
CC0001118,50,13948,Tier2,837,40,29000,25297,7160,4457,8014,1389,4276,20,1265,0.872,Minimum,0,686,0.035,0,1,0,Everyday User
CC0001119,51,79828,Tier1,747,56,198000,153127,37418,31563,59603,17027,7656,17,9007,0.773,Partial,0,696,0.051,0,1,2,Premium Shopper
CC0001120,37,18359,Tier1,715,77,35000,7165,763,782,2645,404,2150,14,512,0.205,Minimum,0,702,0.014,1,1,1,Everyday User
CC0001121,61,56858,Tier1,695,1,132000,53679,15027,12986,11293,2552,11821,16,3355,0.407,,1,702,0.07,0,1,0,Everyday User
CC0001122,40,19931,Tier2,654,17,34000,10889,2876,756,3417,760,3080,23,473,0.32,Full,0,690,0.017,0,1,1,Everyday User
CC0001123,39,80052,Tier2,681,22,172000,138461,21849,34301,37197,9499,35614,19,7287,0.805,Full,0,702,0.126,0,0,3,Premium Shopper
CC0001124,22,136499,Tier2,737,23,241000,205122,28908,31747,39916,12816,61537,19,10796,0.851,Partial,1,683,0.004,0,1,2,Premium Shopper
CC0001125,35,13201,Tier3,793,44,23000,7674,1430,1860,2800,1101,482,17,451,0.334,Full,0,701,0.001,0,1,1,Everyday User
CC0001126,23,18942,Tier1,796,67,32000,4925,517,318,1619,698,1478,19,259,0.154,Partial,0,698,0.059,0,0,1,Everyday User
CC0001127,49,57750,Tier3,721,21,171000,119192,17573,17253,15968,8627,35758,12,9933,0.697,Partial,0,717,0.026,0,0,3,Premium Shopper
CC0001128,51,49406,Tier2,723,83,118000,49209,7807,4290,11847,3724,14763,20,2460,0.417,Partial,0,659,0.049,0,1,1,Everyday User
CC0001129,59,57882,Tier1,713,55,105000,70322,15008,11253,28111,3495,12455,12,5860,0.67,Full,0,688,0.005,0,1,0,Everyday User
CC0001130,25,25739,Tier3,749,50,87000,53200,8339,12701,17523,4854,9784,22,2418,0.611,Partial,1,704,0.027,1,0,0,Everyday User
CC0001131,22,119673,Tier3,713,18,309000,48560,16716,9762,11431,3512,7138,18,2698,0.157,Full,0,681,0.005,0,0,1,Everyday User
CC0001132,29,38981,Tier2,714,27,101000,63079,17884,10470,22741,6886,5099,15,4205,0.625,Minimum,1,721,0.016,0,0,0,Everyday User
CC0001133,50,17498,Tier2,649,35,45000,29248,3001,1695,5161,4175,8774,16,1828,0.65,Minimum,0,651,0.046,0,1,0,Everyday User
CC0001134,60,31198,Tier3,648,33,71000,10705,1801,2625,3849,680,1750,14,765,0.151,Partial,0,650,0.166,1,0,4,Everyday User
CC0001135,24,17639,Tier2,661,25,32000,26165,8683,4302,5779,1827,5574,21,1246,0.818,Minimum,1,703,0.035,0,0,0,Everyday User
CC0001136,53,94331,Tier3,726,55,218000,133016,14394,30477,16991,12085,39905,13,10232,0.61,Partial,0,734,0.004,0,1,3,Premium Shopper
CC0001137,31,24436,Tier1,688,77,60000,52596,13775,10176,6039,4122,15779,16,3287,0.877,Partial,0,700,0.036,0,1,0,Everyday User
CC0001138,31,48800,Tier1,890,60,150000,111431,29153,14163,19809,5234,33429,14,7959,0.743,Full,1,718,0.013,0,1,3,Premium Shopper
CC0001139,40,27381,Tier1,737,20,81000,24654,7081,3159,9400,2563,2450,15,1644,0.304,Partial,0,643,0.042,0,1,1,Everyday User
CC0001140,55,25104,Tier2,819,21,73000,44988,10917,10287,17156,2199,4429,16,2812,0.616,Partial,0,676,0.001,0,1,0,Everyday User
CC0001141,54,11543,Tier3,813,38,24000,4030,1207,752,602,503,966,23,175,0.168,,0,707,0.049,0,0,1,Everyday User
CC0001142,44,51995,Tier2,739,56,170000,62540,18708,4119,9569,2209,18762,17,3679,0.368,Full,0,684,0.072,0,0,1,Everyday User
CC0001143,49,79182,Tier2,707,67,220000,135517,14022,29592,21352,5289,40655,19,7132,0.616,Full,0,715,0.148,0,1,3,Premium Shopper
CC0001144,53,20961,Tier2,647,54,33000,5531,1595,579,2108,587,661,12,461,0.168,Partial,0,657,0.121,0,0,1,Everyday User
CC0001145,28,14369,Tier1,667,34,40000,16510,4358,2631,3155,875,4953,17,971,0.413,Full,0,676,0.022,0,1,1,Everyday User
CC0001146,50,58805,Tier3,768,10,169000,122622,36816,9169,36575,12219,27843,19,6454,0.726,Partial,1,670,0.007,0,1,3,Premium Shopper
CC0001147,29,13524,Tier2,728,50,44000,31203,7352,3506,5375,4400,9361,12,2600,0.709,Partial,0,751,0.015,0,1,0,Everyday User
CC0001148,22,75487,Tier3,665,17,244000,38683,7831,4485,9807,3644,11605,10,3868,0.159,Partial,1,686,0.112,0,1,1,Everyday User
CC0001149,24,21107,Tier2,695,83,46000,16506,2305,3811,5837,802,3752,31,532,0.359,Full,0,703,0.007,0,1,1,Everyday User
CC0001150,45,18733,Tier2,733,60,29000,7751,2161,1305,2613,888,783,12,646,0.267,Full,0,699,0.105,0,1,1,Everyday User
CC0001151,44,42154,Tier3,711,69,98000,80148,26391,8546,14487,9909,20815,20,4007,0.818,Partial,0,690,0.046,1,0,0,Everyday User
CC0001152,29,19479,Tier1,693,69,54000,10057,1264,1882,3436,1099,2376,13,774,0.186,Partial,0,714,0.009,0,1,1,Everyday User
CC0001153,58,23759,Tier1,706,34,56000,48827,9526,7804,9673,4698,14648,20,2441,0.872,Full,0,750,0.01,1,0,0,Everyday User
CC0001154,24,44909,Tier2,540,47,98000,78172,26200,4818,9879,9404,23452,19,4114,0.798,Minimum,1,716,0.104,0,0,0,Everyday User
CC0001155,54,8455,Tier2,711,33,20000,15344,4141,1841,3316,1640,4406,10,1534,0.767,,0,718,0.02,0,1,0,Everyday User
CC0001156,49,97290,Tier2,635,15,263000,39458,10236,9396,13851,3524,2451,18,2192,0.15,Minimum,1,714,0.153,0,1,4,Everyday User
CC0001157,29,37279,Tier1,735,58,113000,20986,6821,4091,2443,2340,5291,18,1166,0.186,Minimum,0,702,0.114,0,0,1,Everyday User
CC0001158,55,16718,Tier3,719,2,26000,20237,4773,4132,5576,965,4791,23,880,0.778,,0,746,0.006,0,1,0,Everyday User
CC0001159,56,19725,Tier2,762,56,54000,28182,6219,5894,6277,2342,7450,12,2348,0.522,Partial,0,729,0.227,0,0,4,Everyday User
CC0001160,53,65840,Tier1,763,36,115000,91306,31813,7322,26379,9038,16753,13,7024,0.794,Full,0,702,0.185,0,0,3,Premium Shopper
CC0001161,45,52085,Tier1,830,6,167000,122767,29842,17510,43726,8684,23005,19,6461,0.735,Partial,0,668,0.017,1,1,3,Premium Shopper
CC0001162,35,83455,Tier3,571,27,218000,139776,45686,33061,50333,11872,6989,15,9318,0.641,Minimum,0,698,0.146,0,1,2,Premium Shopper
CC0001163,53,24109,Tier2,701,29,55000,11949,3486,2151,4030,708,1574,19,629,0.217,,0,694,0.047,0,1,1,Everyday User
CC0001164,64,43389,Tier2,567,80,135000,101283,24163,20567,15802,9216,30385,12,8440,0.75,Minimum,0,689,0.057,0,1,3,Premium Shopper
CC0001165,37,46908,Tier1,744,63,139000,31268,7241,3265,4097,1914,9380,16,1954,0.225,Full,0,680,0.074,0,1,1,Everyday User
CC0001166,25,55114,Tier1,698,41,184000,137779,35087,28862,35478,5873,32480,21,6561,0.749,,0,720,0.034,1,0,3,Premium Shopper
CC0001167,58,71423,Tier2,677,42,211000,35965,10531,8895,4259,4994,7286,10,3596,0.17,Minimum,0,710,0.099,0,1,1,Everyday User
CC0001168,42,23615,Tier2,728,70,44000,21822,4805,1390,8404,2128,5095,19,1149,0.496,Partial,0,710,0.125,0,1,4,Everyday User
CC0001169,35,33911,Tier1,636,63,110000,81519,22880,19631,16377,6220,16411,15,5435,0.741,Full,0,693,0.002,1,0,3,Premium Shopper
CC0001170,52,25183,Tier3,839,62,43000,7083,2095,1038,2184,316,1451,11,644,0.165,Minimum,0,679,0.032,0,1,1,Everyday User
CC0001171,39,35187,Tier1,692,34,109000,63021,16694,4293,21429,3592,17013,17,3707,0.578,Full,0,680,0.026,0,0,0,Everyday User
CC0001172,28,55219,Tier3,715,25,187000,162368,17940,19367,39158,7010,48710,8,20296,0.868,Minimum,1,673,0.028,0,0,3,Premium Shopper
CC0001173,31,13461,Tier2,701,38,46000,31139,9452,2051,11791,3147,4698,21,1483,0.677,Partial,0,673,0.074,0,1,0,Everyday User
CC0001174,28,70659,Tier3,774,46,202000,164439,29579,29019,52322,11146,42373,12,13703,0.814,Partial,0,682,0.02,0,1,2,Premium Shopper
CC0001175,54,18334,Tier3,625,13,61000,14491,2185,3299,3223,591,4347,15,966,0.238,Partial,0,687,0.036,0,0,1,Everyday User
CC0001176,44,30199,Tier1,767,13,104000,48681,12459,11577,17336,3045,4263,20,2434,0.468,Partial,0,728,0.026,0,1,0,Everyday User
CC0001177,42,76601,Tier2,673,39,234000,140312,37372,30770,46517,13665,11988,20,7016,0.6,Full,1,672,0.226,0,0,3,Premium Shopper
CC0001178,40,44214,Tier1,674,58,98000,20309,3968,5023,6000,2198,3120,11,1846,0.207,,0,711,0.099,0,0,1,Everyday User
CC0001179,40,44521,Tier2,771,67,94000,20328,5239,4797,7291,940,2061,13,1564,0.216,Minimum,0,697,0.153,0,1,4,Everyday User
CC0001180,57,17883,Tier3,691,54,36000,15231,3479,3110,4886,2087,1669,17,896,0.423,Full,0,682,0.218,0,0,4,Everyday User
CC0001181,50,19410,Tier2,752,53,47000,35242,9444,5639,6678,4000,9481,20,1762,0.75,Full,0,742,0.061,1,0,0,Everyday User
CC0001182,39,63880,Tier2,754,51,181000,98169,22337,21080,13416,12528,28808,11,8924,0.542,Minimum,0,709,0.041,0,1,3,Premium Shopper
CC0001183,23,25502,Tier1,685,29,40000,18015,2244,1723,5408,910,5404,20,901,0.45,Minimum,0,702,0.004,0,0,1,Everyday User
CC0001184,22,26985,Tier1,726,71,78000,59273,6363,10608,16455,3499,17782,15,3952,0.76,Full,0,708,0.029,0,0,0,Everyday User
CC0001185,26,64755,Tier1,676,62,139000,29876,6432,3461,10545,1910,7527,17,1757,0.215,Minimum,0,717,0.006,0,1,1,Everyday User
CC0001186,41,19342,Tier1,708,5,43000,23493,2733,3573,7326,3510,6351,24,979,0.546,Full,1,683,0.051,0,1,1,Everyday User
CC0001187,32,42682,Tier1,743,51,83000,49695,6431,12243,17608,1790,11624,20,2485,0.599,Full,0,764,0.136,0,1,4,Everyday User
CC0001188,63,37263,Tier3,643,61,66000,38164,9448,2376,5904,5023,11449,18,2120,0.578,Full,0,679,0.09,0,1,0,Everyday User
CC0001189,23,36257,Tier1,740,38,104000,31126,9875,2446,3848,3404,9338,21,1482,0.299,Partial,0,708,0.041,0,1,1,Everyday User
CC0001190,24,26607,Tier1,732,10,48000,39575,10924,8076,7902,5707,6966,14,2827,0.824,Partial,1,678,0.007,0,1,0,Everyday User
CC0001191,44,25645,Tier2,605,65,71000,31625,7938,4515,10513,4433,4225,16,1977,0.445,,0,705,0.063,0,1,1,Everyday User
CC0001192,33,19015,Tier3,657,8,62000,53178,16181,5975,7584,3687,15953,11,4834,0.858,Full,0,715,0.036,1,0,0,Everyday User
CC0001193,41,48514,Tier3,661,58,155000,44748,12207,10257,16506,5306,2237,12,3729,0.289,Partial,0,682,0.093,0,1,1,Everyday User
CC0001194,26,24321,Tier1,678,79,54000,18512,4236,1109,6714,1963,4490,15,1234,0.343,Partial,1,706,0.189,0,0,4,Everyday User
CC0001195,58,64942,Tier3,643,30,193000,51913,16182,12082,19493,7507,2596,25,2077,0.269,Partial,1,705,0.012,0,1,1,Everyday User
CC0001196,59,31738,Tier3,775,18,85000,74771,14000,13814,28047,4282,14628,12,6231,0.88,Minimum,0,730,0.139,0,1,3,Premium Shopper
CC0001197,51,19244,Tier3,784,70,36000,7101,1279,966,1553,726,2130,13,546,0.197,Full,1,710,0.202,0,0,4,Everyday User
CC0001198,30,31486,Tier3,654,12,64000,31824,10076,2588,6703,1295,9547,11,2893,0.497,,0,665,0.106,1,1,1,Everyday User
CC0001199,55,28381,Tier1,629,66,70000,34996,3930,4054,5058,3208,10499,21,1666,0.5,Minimum,1,674,0.086,1,0,1,Everyday User
CC0001200,56,66534,Tier2,709,70,223000,100491,18058,20541,39546,11651,10695,16,6281,0.451,Partial,0,706,0.041,0,1,3,Premium Shopper
CC0001201,43,29103,Tier2,803,56,80000,51326,9387,5900,13828,1862,15398,12,4277,0.642,Full,0,700,0.014,0,1,0,Everyday User
CC0001202,45,30769,Tier3,860,44,78000,59339,11005,11634,7255,7242,17802,15,3956,0.761,Partial,1,735,0.064,0,0,0,Everyday User
CC0001203,38,84705,Tier1,662,4,237000,56502,10472,3712,15895,4555,16951,20,2825,0.238,Partial,0,760,0.056,0,0,1,Everyday User
CC0001204,31,49265,Tier2,550,54,89000,22273,3274,2634,5400,1816,6682,18,1237,0.25,Full,1,738,0.027,1,0,1,Everyday User
CC0001205,51,98481,Tier2,605,15,172000,57859,12489,8793,12071,7030,17358,17,3403,0.336,Partial,0,715,0.05,0,0,1,Everyday User
CC0001206,44,77298,Tier2,585,37,266000,237079,46736,48113,43515,11495,71124,17,13946,0.891,Full,0,687,0.065,0,0,2,Premium Shopper
CC0001207,53,21326,Tier2,739,33,68000,53331,13014,6280,21060,6378,6599,14,3809,0.784,Partial,0,709,0.109,0,1,0,Everyday User
CC0001208,38,65773,Tier2,716,30,171000,35828,8262,3573,10968,4187,8838,13,2756,0.21,Full,0,697,0.21,0,0,4,Everyday User
CC0001209,38,90688,Tier3,725,59,221000,173089,29244,18958,47477,6952,51927,15,11539,0.783,Full,1,729,0.08,0,1,3,Premium Shopper
CC0001210,35,91098,Tier3,788,18,199000,171681,29573,30873,35254,16650,51504,14,12263,0.863,Full,0,742,0.093,0,1,3,Premium Shopper
CC0001211,30,65700,Tier2,824,40,169000,103579,22779,9143,18737,3430,31074,14,7398,0.613,Partial,0,702,0.072,0,0,3,Premium Shopper
CC0001212,61,64894,Tier2,769,14,222000,147190,40647,31849,27341,6345,41008,8,18399,0.663,Full,0,681,0.002,0,1,2,Premium Shopper
CC0001213,23,30285,Tier3,761,43,49000,28714,8071,5461,10277,3479,1436,21,1367,0.586,Minimum,0,700,0.0,0,1,0,Everyday User
CC0001214,46,21973,Tier1,606,37,59000,21448,5111,3223,6214,826,6074,15,1430,0.364,Partial,1,705,0.182,0,0,4,Everyday User
CC0001215,60,29398,Tier1,674,28,100000,18364,5652,3340,5065,2373,1935,23,798,0.184,Full,0,705,0.016,0,1,1,Everyday User
CC0001216,30,13375,Tier3,806,17,41000,8687,2682,1311,1887,1021,1786,16,543,0.212,Full,0,665,0.052,0,1,1,Everyday User
CC0001217,43,81282,Tier2,671,18,250000,205013,66640,30716,59402,25831,22423,13,15770,0.82,Partial,0,626,0.024,0,0,2,Premium Shopper
CC0001218,64,30639,Tier1,787,26,85000,42379,10663,3222,10603,1620,12714,17,2493,0.499,Full,1,733,0.01,0,1,0,Everyday User
CC0001219,25,78810,Tier3,718,40,265000,40484,11808,5527,13375,5765,4009,22,1840,0.153,Full,0,728,0.026,0,1,1,Everyday User
CC0001220,47,17346,Tier3,764,67,58000,35964,8003,2538,7391,5087,10789,13,2766,0.62,,0,673,0.01,0,0,0,Everyday User
